area,topic,category,sub_category,provider_type,metric,period_type,data_year,value,bound,source,source_tab,source_origin,release_date,is_latest
Medicare,Enrollment,Parts A and/or B,Total,,enrollment,CY,2019,61500000,,CMSFastFactsNov2021.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2021-11-01,FALSE
Medicare,Enrollment,Parts A and/or B,Aged,,enrollment,CY,2019,53000000,,CMSFastFactsNov2021.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2021-11-01,FALSE
Medicare,Enrollment,Parts A and/or B,Disabled,,enrollment,CY,2019,8500000,,CMSFastFactsNov2021.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2021-11-01,FALSE
Medicare,Enrollment,Parts A and/or B,Original Medicare Enrollment,,enrollment,CY,2019,38600000,,CMSFastFactsNov2021.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2021-11-01,FALSE
Medicare,Enrollment,Parts A and/or B,MA & Other Health Plan Enrollment,,enrollment,CY,2019,22900000,,CMSFastFactsNov2021.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2021-11-01,FALSE
Medicare,Enrollment,Parts A and/or B,MA Enrollment,,enrollment,CY,2019,22200000,,CMSFastFactsNov2021.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2021-11-01,FALSE
Medicare,Enrollment,Part D,Total,,enrollment,CY,2019,45800000,,CMSFastFactsNov2021.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2021-11-01,FALSE
Medicaid & CHIP,Enrollment,Medicaid & CHIP,Total,,enrollment,FY,2018,73900000,,CMSFastFactsNov2021.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2021-11-01,FALSE
Medicaid & CHIP,Enrollment,Medicaid & CHIP,Aged,,enrollment,FY,2018,6000000,,CMSFastFactsNov2021.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2021-11-01,FALSE
Medicaid & CHIP,Enrollment,Medicaid & CHIP,Blind/Disabled,,enrollment,FY,2018,10700000,,CMSFastFactsNov2021.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2021-11-01,FALSE
Medicaid & CHIP,Enrollment,Medicaid & CHIP,Children,,enrollment,FY,2018,28100000,,CMSFastFactsNov2021.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2021-11-01,FALSE
Medicaid & CHIP,Enrollment,Medicaid & CHIP,Adults,,enrollment,FY,2018,15600000,,CMSFastFactsNov2021.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2021-11-01,FALSE
Medicaid & CHIP,Enrollment,Medicaid & CHIP,Expansion Adult,,enrollment,FY,2018,12200000,,CMSFastFactsNov2021.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2021-11-01,FALSE
Medicaid & CHIP,Enrollment,Medicaid & CHIP,Total,,enrollment,FY,2018,7000000,,CMSFastFactsNov2021.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2021-11-01,FALSE
Medicare,Utilization,Total (A and/or B),Total,,persons_served,CY,2019,34300000,,CMSFastFactsNov2021.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Utilization,Total (A and/or B),Total,,payments,CY,2019,400200000000,,CMSFastFactsNov2021.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Utilization,Part A,Total,,persons_served,CY,2019,7500000,,CMSFastFactsNov2021.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Utilization,Part A,Total,,payments,CY,2019,193300000000,,CMSFastFactsNov2021.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Utilization,Part A,Inpatient Hospital,,persons_served,CY,2019,6300000,,CMSFastFactsNov2021.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Utilization,Part A,Inpatient Hospital,,payments,CY,2019,138500000000,,CMSFastFactsNov2021.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Utilization,Part A,Skilled Nursing Facility,,persons_served,CY,2019,1600000,,CMSFastFactsNov2021.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Utilization,Part A,Skilled Nursing Facility,,payments,CY,2019,27100000000,,CMSFastFactsNov2021.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Utilization,Part A,Home Health Agency,,persons_served,CY,2019,1500000,,CMSFastFactsNov2021.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Utilization,Part A,Home Health Agency,,payments,CY,2019,6700000000,,CMSFastFactsNov2021.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Utilization,Part A,Hospice,,persons_served,CY,2019,1600000,,CMSFastFactsNov2021.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Utilization,Part A,Hospice,,payments,CY,2019,20900000000,,CMSFastFactsNov2021.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Utilization,Part B,Total,,persons_served,CY,2019,33700000,,CMSFastFactsNov2021.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Utilization,Part B,Total,,payments,CY,2019,207000000000,,CMSFastFactsNov2021.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Utilization,Part B,Physician/DME,,persons_served,CY,2019,33200000.000000004,,CMSFastFactsNov2021.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Utilization,Part B,Physician/DME,,payments,CY,2019,114800000000,,CMSFastFactsNov2021.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Utilization,Part B,Outpatient,,persons_served,CY,2019,25400000,,CMSFastFactsNov2021.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Utilization,Part B,Outpatient,,payments,CY,2019,81000000000,,CMSFastFactsNov2021.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Utilization,Part B,Home Health Agency,,persons_served,CY,2019,1900000,,CMSFastFactsNov2021.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Utilization,Part B,Home Health Agency,,payments,CY,2019,11200000000,,CMSFastFactsNov2021.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Utilization,Part D,Total,,persons_served,CY,2019,45100000,,CMSFastFactsNov2021.xlsx,Medicare Part D,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2021-11-01,FALSE
Medicare,Utilization,Part D,Total,,rx_events,CY,2019,1500000000,,CMSFastFactsNov2021.xlsx,Medicare Part D,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2021-11-01,FALSE
Medicare,Utilization,Part D,Total,,payments,CY,2019,97600000000,,CMSFastFactsNov2021.xlsx,Medicare Part D,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2021-11-01,FALSE
Medicare,Utilization,Part D,Benefit Payments,,payments,CY,2019,97100000000,,CMSFastFactsNov2021.xlsx,Medicare Part D,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2021-11-01,FALSE
Medicare,Utilization,Part D,Administrative Expenses,,payments,CY,2019,500000000,,CMSFastFactsNov2021.xlsx,Medicare Part D,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2021-11-01,FALSE
Medicare,Providers,Total Providers,,Institutional,count,CY,2020,344967,,CMSFastFactsNov2021.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Hospitals,Short Stay,Institutional,count,CY,2020,3481,,CMSFastFactsNov2021.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Hospitals,Psychiatric,Institutional,count,CY,2020,613,,CMSFastFactsNov2021.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Hospitals,Rehabilitation,Institutional,count,CY,2020,314,,CMSFastFactsNov2021.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Hospitals,Children's,Institutional,count,CY,2020,93,,CMSFastFactsNov2021.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Hospitals,Long Term,Institutional,count,CY,2020,347,,CMSFastFactsNov2021.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Hospitals,Critical Access,Institutional,count,CY,2020,1351,,CMSFastFactsNov2021.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Hospitals,Religious Non-Medical,Institutional,count,CY,2020,15,,CMSFastFactsNov2021.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Home Health Agencies,,Institutional,count,CY,2020,11221,,CMSFastFactsNov2021.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Skilled Nursing Facilities,,Institutional,count,CY,2020,15015,,CMSFastFactsNov2021.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Labs,,Institutional,count,CY,2020,284414,,CMSFastFactsNov2021.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Outpatient PT/Speech Pathology,,Institutional,count,CY,2020,2044,,CMSFastFactsNov2021.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Rural Health Clinics,,Institutional,count,CY,2020,4736,,CMSFastFactsNov2021.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Federally Qualified Health Centers,,Institutional,count,CY,2020,10000,,CMSFastFactsNov2021.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Ambulatory Surgical Centers,,Institutional,count,CY,2020,5905,,CMSFastFactsNov2021.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Comprehensive Outpatient Rehab Facilities,,Institutional,count,CY,2020,158,,CMSFastFactsNov2021.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Hospices,,Institutional,count,CY,2020,5260,,CMSFastFactsNov2021.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Total Providers,,Non-Institutional,count,CY,2020,1404045,,CMSFastFactsNov2021.xlsx,NonInstitutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Primary Care,,Non-Institutional,count,CY,2020,223327,,CMSFastFactsNov2021.xlsx,NonInstitutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Medical Specialties,,Non-Institutional,count,CY,2020,176717,,CMSFastFactsNov2021.xlsx,NonInstitutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Surgical Specialties,,Non-Institutional,count,CY,2020,111703,,CMSFastFactsNov2021.xlsx,NonInstitutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Emergency Medicine,,Non-Institutional,count,CY,2020,50359,,CMSFastFactsNov2021.xlsx,NonInstitutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Anesthesiology,,Non-Institutional,count,CY,2020,43339,,CMSFastFactsNov2021.xlsx,NonInstitutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Radiology,,Non-Institutional,count,CY,2020,39739,,CMSFastFactsNov2021.xlsx,NonInstitutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Obstetrics-Gynecology,,Non-Institutional,count,CY,2020,35282,,CMSFastFactsNov2021.xlsx,NonInstitutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Psychiatry,,Non-Institutional,count,CY,2020,27873,,CMSFastFactsNov2021.xlsx,NonInstitutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Pathology,,Non-Institutional,count,CY,2020,12572,,CMSFastFactsNov2021.xlsx,NonInstitutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Non-Physician Practitioners,,Non-Institutional,count,CY,2020,515083,,CMSFastFactsNov2021.xlsx,NonInstitutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Limited Licensed Practitioners,,Non-Institutional,count,CY,2020,104353,,CMSFastFactsNov2021.xlsx,NonInstitutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Ambulance Service Supplier,,Non-Institutional,count,CY,2020,10213,,CMSFastFactsNov2021.xlsx,NonInstitutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Opioid Treatment Programs,,Non-Institutional,count,CY,2020,921,,CMSFastFactsNov2021.xlsx,NonInstitutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,All Other Providers,,Non-Institutional,count,CY,2020,76834,,CMSFastFactsNov2021.xlsx,NonInstitutional Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Total DMEPOS Providers,,DMEPOS,count,CY,2020,79314,,CMSFastFactsNov2021.xlsx,DMEPOS Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Pharmacy,,DMEPOS,count,CY,2020,47019,,CMSFastFactsNov2021.xlsx,DMEPOS Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Medical Supply Company,,DMEPOS,count,CY,2020,9367,,CMSFastFactsNov2021.xlsx,DMEPOS Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Podiatry,,DMEPOS,count,CY,2020,4900,,CMSFastFactsNov2021.xlsx,DMEPOS Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Optometry,,DMEPOS,count,CY,2020,4229,,CMSFastFactsNov2021.xlsx,DMEPOS Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Individual Certified Prosthetist/Orthotist,,DMEPOS,count,CY,2020,2494,,CMSFastFactsNov2021.xlsx,DMEPOS Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Orthopedic Surgery,,DMEPOS,count,CY,2020,2020,,CMSFastFactsNov2021.xlsx,DMEPOS Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,General Practice,,DMEPOS,count,CY,2020,1586,,CMSFastFactsNov2021.xlsx,DMEPOS Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Optician,,DMEPOS,count,CY,2020,1261,,CMSFastFactsNov2021.xlsx,DMEPOS Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,Ophthalmology,,DMEPOS,count,CY,2020,1194,,CMSFastFactsNov2021.xlsx,DMEPOS Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
Medicare,Providers,All Other DMEPOS Providers,,DMEPOS,count,CY,2020,5502,,CMSFastFactsNov2021.xlsx,DMEPOS Providers,CMS/Office of Enterprise Data & Analytics,2021-11-01,FALSE
National,NHE,National Health Expenditures,Total,,expenditures,CY,2019,3795400000000,,CMSFastFactsNov2021.xlsx,NHE,CMS/Office of the Actuary,2021-11-01,FALSE
National,NHE,National Health Expenditures,% of GDP,,pct_gdp,CY,2019,0.177,,CMSFastFactsNov2021.xlsx,NHE,CMS/Office of the Actuary,2021-11-01,FALSE
National,NHE,National Health Expenditures,Per Capita,,per_capita,CY,2019,11582,,CMSFastFactsNov2021.xlsx,NHE,CMS/Office of the Actuary,2021-11-01,FALSE
National,NHE,Health Insurance,Private Health Insurance,,expenditures,CY,2019,1195100000000,,CMSFastFactsNov2021.xlsx,NHE,CMS/Office of the Actuary,2021-11-01,FALSE
CMS,NHE,Health Insurance,Medicare,,expenditures,CY,2019,799400000000,,CMSFastFactsNov2021.xlsx,NHE,CMS/Office of the Actuary,2021-11-01,FALSE
CMS,NHE,Health Insurance,Medicaid,,expenditures,CY,2019,613500000000,,CMSFastFactsNov2021.xlsx,NHE,CMS/Office of the Actuary,2021-11-01,FALSE
CMS,NHE,Health Insurance,CHIP,,expenditures,CY,2019,19900000000,,CMSFastFactsNov2021.xlsx,NHE,CMS/Office of the Actuary,2021-11-01,FALSE
Federal,NHE,Health Insurance,Department of Defense,,expenditures,CY,2019,42600000000,,CMSFastFactsNov2021.xlsx,NHE,CMS/Office of the Actuary,2021-11-01,FALSE
Federal,NHE,Health Insurance,Department of Veterans Affairs,,expenditures,CY,2019,82300000000,,CMSFastFactsNov2021.xlsx,NHE,CMS/Office of the Actuary,2021-11-01,FALSE
CMS,Financial,Federal Program Spending,Medicare Benefits,,expenditures,FY,2020,909800000,,CMSFastFactsNov2021.xlsx,CMS Financial Data,CMS/Office of Financial Management,2021-11-01,FALSE
CMS,Financial,Federal Program Spending,Total Medicaid,,expenditures,FY,2020,473700000,,CMSFastFactsNov2021.xlsx,CMS Financial Data,CMS/Office of Financial Management,2021-11-01,FALSE
CMS,Financial,Federal Program Spending,CHIP,,expenditures,FY,2020,16900000,,CMSFastFactsNov2021.xlsx,CMS Financial Data,CMS/Office of Financial Management,2021-11-01,FALSE
CMS,Financial,Federal Program Spending,Other Spending,,expenditures,FY,2020,100000,,CMSFastFactsNov2021.xlsx,CMS Financial Data,CMS/Office of Financial Management,2021-11-01,FALSE
CMS,Financial,Program Management,Total Appropriation,,expenditures,FY,2020,4174700000,,CMSFastFactsNov2021.xlsx,CMS Financial Data,CMS/Office of Financial Management,2021-11-01,FALSE
CMS,Financial,Program Management,Other Sources,,expenditures,FY,2020,1872100000,,CMSFastFactsNov2021.xlsx,CMS Financial Data,CMS/Office of Financial Management,2021-11-01,FALSE
CMS,Financial,Fraud,Total Health Care Fraud & Abuse Control Funding,,expenditures,FY,2020,2226900000,,CMSFastFactsNov2021.xlsx,CMS Financial Data,CMS/Office of Financial Management,2021-11-01,FALSE
CMS,Staffing,FTE Employment,,,count,FY,2020,6206,,CMSFastFactsNov2021.xlsx,CMS Financial Data,CMS/Office of Financial Management,2021-11-01,FALSE
Medicaid & CHIP,Enrollment,Medicaid & CHIP,Total,,enrollment,FY,2019,73900000,,CMSFastFactsAug2022.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2022-08-01,FALSE
Medicaid & CHIP,Enrollment,Medicaid & CHIP,Aged,,enrollment,FY,2019,6100000,,CMSFastFactsAug2022.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2022-08-01,FALSE
Medicaid & CHIP,Enrollment,Medicaid & CHIP,Aged,,enrollment,FY,2020,6300000,,CMSFastFactsAug2022.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2022-08-01,FALSE
Medicaid & CHIP,Enrollment,Medicaid & CHIP,Aged,,enrollment,FY,2021,6500000,,CMSFastFactsAug2022.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2022-08-01,FALSE
Medicaid & CHIP,Enrollment,Medicaid & CHIP,Blind/Disabled,,enrollment,FY,2019,10200000,,CMSFastFactsAug2022.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2022-08-01,FALSE
Medicaid & CHIP,Enrollment,Medicaid & CHIP,Blind/Disabled,,enrollment,FY,2020,10100000,,CMSFastFactsAug2022.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2022-08-01,FALSE
Medicaid & CHIP,Enrollment,Medicaid & CHIP,Blind/Disabled,,enrollment,FY,2021,10200000,,CMSFastFactsAug2022.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2022-08-01,FALSE
Medicaid & CHIP,Enrollment,Medicaid & CHIP,Children,,enrollment,FY,2019,28900000,,CMSFastFactsAug2022.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2022-08-01,FALSE
Medicaid & CHIP,Enrollment,Medicaid & CHIP,Adults,,enrollment,FY,2019,15200000,,CMSFastFactsAug2022.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2022-08-01,FALSE
Medicaid & CHIP,Enrollment,Medicaid & CHIP,Adults,,enrollment,FY,2020,15400000,,CMSFastFactsAug2022.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2022-08-01,FALSE
Medicaid & CHIP,Enrollment,Medicaid & CHIP,Adults,,enrollment,FY,2021,17000000,,CMSFastFactsAug2022.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2022-08-01,FALSE
Medicaid & CHIP,Enrollment,Medicaid & CHIP,Expansion Adult,,enrollment,FY,2019,12100000,,CMSFastFactsAug2022.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2022-08-01,FALSE
Medicaid & CHIP,Enrollment,Medicaid & CHIP,Expansion Adult,,enrollment,FY,2020,12800000,,CMSFastFactsAug2022.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2022-08-01,FALSE
Medicaid & CHIP,Enrollment,Medicaid & CHIP,Expansion Adult,,enrollment,FY,2021,15000000,,CMSFastFactsAug2022.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2022-08-01,FALSE
Medicaid & CHIP,Enrollment,Medicaid & CHIP,Total,,enrollment,FY,2019,7200000,,CMSFastFactsAug2022.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2022-08-01,FALSE
Medicare,Cost Sharing,Part A,Deductible,,deductible,CY,2021,1484,,CMSFastFactsAug2022.xlsx,"Deductibles, Coins, Premiums",CMS/Office of the Actuary,2022-08-01,FALSE
Medicare,Cost Sharing,Part A,Deductible,,deductible,CY,2022,1556,,CMSFastFactsAug2022.xlsx,"Deductibles, Coins, Premiums",CMS/Office of the Actuary,2022-08-01,FALSE
Medicare,Cost Sharing,Part A,Coinsurance/Day,,coinsurance,CY,2021,371,,CMSFastFactsAug2022.xlsx,"Deductibles, Coins, Premiums",CMS/Office of the Actuary,2022-08-01,FALSE
Medicare,Cost Sharing,Part A,Coinsurance/Day,,coinsurance,CY,2022,389,,CMSFastFactsAug2022.xlsx,"Deductibles, Coins, Premiums",CMS/Office of the Actuary,2022-08-01,FALSE
Medicare,Cost Sharing,Part A,Coinsurance/LTR Day,,coinsurance,CY,2021,742,,CMSFastFactsAug2022.xlsx,"Deductibles, Coins, Premiums",CMS/Office of the Actuary,2022-08-01,FALSE
Medicare,Cost Sharing,Part A,Coinsurance/LTR Day,,coinsurance,CY,2022,778,,CMSFastFactsAug2022.xlsx,"Deductibles, Coins, Premiums",CMS/Office of the Actuary,2022-08-01,FALSE
Medicare,Cost Sharing,Part A,Coinsurance/SNF Day,,coinsurance,CY,2021,185.5,,CMSFastFactsAug2022.xlsx,"Deductibles, Coins, Premiums",CMS/Office of the Actuary,2022-08-01,FALSE
Medicare,Cost Sharing,Part A,Coinsurance/SNF Day,,coinsurance,CY,2022,194.5,,CMSFastFactsAug2022.xlsx,"Deductibles, Coins, Premiums",CMS/Office of the Actuary,2022-08-01,FALSE
Medicare,Cost Sharing,Part B,Deductible,,deductible,CY,2021,203,,CMSFastFactsAug2022.xlsx,"Deductibles, Coins, Premiums",CMS/Office of the Actuary,2022-08-01,FALSE
Medicare,Cost Sharing,Part B,Deductible,,deductible,CY,2022,233,,CMSFastFactsAug2022.xlsx,"Deductibles, Coins, Premiums",CMS/Office of the Actuary,2022-08-01,FALSE
Medicare,Cost Sharing,Part D,Maximum Deductible,,deductible,CY,2021,445,,CMSFastFactsAug2022.xlsx,"Deductibles, Coins, Premiums",CMS/Office of the Actuary,2022-08-01,FALSE
Medicare,Cost Sharing,Part D,Maximum Deductible,,deductible,CY,2022,480,,CMSFastFactsAug2022.xlsx,"Deductibles, Coins, Premiums",CMS/Office of the Actuary,2022-08-01,FALSE
Medicare,Cost Sharing,Part D,Initial Coverage Limit,,coverage_limit,CY,2021,4130,,CMSFastFactsAug2022.xlsx,"Deductibles, Coins, Premiums",CMS/Office of the Actuary,2022-08-01,FALSE
Medicare,Cost Sharing,Part D,Initial Coverage Limit,,coverage_limit,CY,2022,4430,,CMSFastFactsAug2022.xlsx,"Deductibles, Coins, Premiums",CMS/Office of the Actuary,2022-08-01,FALSE
Medicare,Cost Sharing,Part D,Out-of-Pocket Threshold,,out_of_pocket,CY,2021,6550,,CMSFastFactsAug2022.xlsx,"Deductibles, Coins, Premiums",CMS/Office of the Actuary,2022-08-01,FALSE
Medicare,Cost Sharing,Part D,Out-of-Pocket Threshold,,out_of_pocket,CY,2022,7050,,CMSFastFactsAug2022.xlsx,"Deductibles, Coins, Premiums",CMS/Office of the Actuary,2022-08-01,FALSE
Medicare,Cost Sharing,Premiums,Part A,,premium,CY,2021,471,,CMSFastFactsAug2022.xlsx,"Deductibles, Coins, Premiums",CMS/Office of the Actuary,2022-08-01,FALSE
Medicare,Cost Sharing,Premiums,Part A,,premium,CY,2022,499,,CMSFastFactsAug2022.xlsx,"Deductibles, Coins, Premiums",CMS/Office of the Actuary,2022-08-01,FALSE
Medicare,Cost Sharing,Premiums,Part B,,premium,CY,2021,148.5,lower,CMSFastFactsAug2022.xlsx,"Deductibles, Coins, Premiums",CMS/Office of the Actuary,2022-08-01,FALSE
Medicare,Cost Sharing,Premiums,Part B,,premium,CY,2021,504.9,upper,CMSFastFactsAug2022.xlsx,"Deductibles, Coins, Premiums",CMS/Office of the Actuary,2022-08-01,FALSE
Medicare,Cost Sharing,Premiums,Part B,,premium,CY,2022,170.1,lower,CMSFastFactsAug2022.xlsx,"Deductibles, Coins, Premiums",CMS/Office of the Actuary,2022-08-01,FALSE
Medicare,Cost Sharing,Premiums,Part B,,premium,CY,2022,578.3,upper,CMSFastFactsAug2022.xlsx,"Deductibles, Coins, Premiums",CMS/Office of the Actuary,2022-08-01,FALSE
Medicare,Utilization,Total (A and/or B),Total,,persons_served,CY,2020,33400000,,CMSFastFactsAug2022.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2022-08-01,FALSE
Medicare,Utilization,Total (A and/or B),Total,,payments,CY,2020,379600000000,,CMSFastFactsAug2022.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2022-08-01,FALSE
Medicare,Utilization,Part A,Total,,persons_served,CY,2020,6900000,,CMSFastFactsAug2022.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2022-08-01,FALSE
